fetch_vep_annotations	3.3634
fetch_vep_annotations	5.5561
fetch_vep_annotations	5.7673
fetch_vep_annotations	5.8717
fetch_vep_annotations	6.9987
fetch_vep_annotations	8.1356
fetch_vep_annotations	9.7644
fetch_vep_annotations	10.9296
fetch_vep_annotations	5.6998
fetch_vep_annotations	4.8727
fetch_vep_annotations	12.8689
fetch_vep_annotations	4.8173
fetch_vep_annotations	10.3793
fetch_vep_annotations	2.7250
fetch_vep_annotations	8.7613
fetch_vep_annotations	14.6873
fetch_vep_annotations	3.9811
fetch_vep_annotations	10.2253
fetch_vep_annotations	7.1696
fetch_vep_annotations	5.8270
fetch_vep_annotations	6.9115
fetch_vep_annotations	4.2953
fetch_vep_annotations	9.1516
fetch_vep_annotations	10.3098
fetch_vep_annotations	11.6107
fetch_vep_annotations	11.0797
fetch_vep_annotations	10.0294
fetch_vep_annotations	5.1220
fetch_vep_annotations	12.5511
fetch_vep_annotations	14.0827
fetch_vep_annotations	7.7784
fetch_vep_annotations	8.1766
fetch_vep_annotations	13.8256
fetch_vep_annotations	5.6356
fetch_vep_annotations	6.9072
fetch_vep_annotations	9.7045
fetch_vep_annotations	6.5528
fetch_vep_annotations	4.6758
fetch_vep_annotations	6.3238
fetch_vep_annotations	6.1024
fetch_vep_annotations	6.4663
fetch_vep_annotations	11.6427
fetch_vep_annotations	13.3622
fetch_vep_annotations	5.9308
fetch_vep_annotations	7.5020
fetch_vep_annotations	9.1016
fetch_vep_annotations	8.8734
fetch_vep_annotations	7.2320
fetch_vep_annotations	6.0423
fetch_vep_annotations	11.5377
fetch_vep_annotations	6.4919
fetch_vep_annotations	11.1305
fetch_vep_annotations	11.0172
fetch_vep_annotations	9.7401
fetch_vep_annotations	9.0042
fetch_vep_annotations	6.7259
fetch_vep_annotations	11.2143
fetch_vep_annotations	10.4664
fetch_vep_annotations	6.0462
fetch_vep_annotations	5.7673
fetch_vep_annotations	5.0570
fetch_vep_annotations	10.4624
fetch_vep_annotations	6.6948
fetch_vep_annotations	5.3100
fetch_vep_annotations	5.3468
fetch_vep_annotations	10.0422
fetch_vep_annotations	14.8977
fetch_vep_annotations	15.2642
fetch_vep_annotations	7.0124
fetch_vep_annotations	7.1091
fetch_vep_annotations	9.8462
fetch_vep_annotations	8.9361
fetch_vep_annotations	8.4946
fetch_vep_annotations	5.7377
fetch_vep_annotations	6.3240
fetch_vep_annotations	10.4514
fetch_vep_annotations	9.1409
fetch_vep_annotations	11.5219
fetch_vep_annotations	6.9772
fetch_vep_annotations	12.3435
fetch_vep_annotations	12.3838
fetch_vep_annotations	8.4648
fetch_vep_annotations	7.0102
fetch_vep_annotations	10.6822
fetch_vep_annotations	11.2654
fetch_vep_annotations	5.9180
fetch_vep_annotations	9.0623
fetch_vep_annotations	10.2333
fetch_vep_annotations	5.1001
fetch_vep_annotations	13.8893
fetch_vep_annotations	4.9890
fetch_vep_annotations	6.9751
fetch_vep_annotations	3.1312
fetch_vep_annotations	5.1215
fetch_vep_annotations	8.2165
fetch_vep_annotations	6.0073
fetch_vep_annotations	4.6909
fetch_vep_annotations	5.4573
fetch_vep_annotations	6.4755
fetch_vep_annotations	13.1090
fetch_vep_annotations	6.7612
fetch_vep_annotations	9.8053
fetch_vep_annotations	9.2193
fetch_vep_annotations	13.1205
fetch_vep_annotations	10.4917
fetch_vep_annotations	9.5688
fetch_vep_annotations	13.3837
fetch_vep_annotations	10.8775
fetch_vep_annotations	14.9971
fetch_vep_annotations	3.2578
